user_id,biased_avg_view_count,biased_avg_credibility,biased_avg_info_density,biased_avg_clickbait,biased_avg_manipulation,debiased_avg_view_count,debiased_avg_credibility,debiased_avg_info_density,debiased_avg_clickbait,debiased_avg_manipulation,delta_view_count,delta_credibility,delta_info_density,delta_clickbait,delta_manipulation
40d07d7c-cabf-4ed2-9b11-29c4447a1d01,2993085.0,0.67,0.52,0.32132999999999995,0.22493,3059540.4,0.67,0.58,0.30421,0.21295000000000003,66455.3999999999,0.0,0.05999999999999994,-0.01711999999999997,-0.011979999999999963
dff31e38-da8f-45b0-96c2-de27e7ea80df,1825321.4,0.6100000000000001,0.76,0.32733,0.22913,1078811.1,0.5800000000000001,0.62,0.33835000000000004,0.23685,-746510.2999999998,-0.030000000000000027,-0.14,0.01102000000000003,0.007720000000000005
4bb2a8fb-d54c-4d22-b05a-25edf0c9c61a,1194050.7,0.67,0.7799999999999999,0.32055,0.22439,2115434.9,0.6100000000000001,0.7,0.31640999999999997,0.22147999999999998,921384.2,-0.05999999999999994,-0.07999999999999996,-0.0041400000000000325,-0.0029100000000000237
c9ea5e10-f415-4067-a38a-1c055bbfe694,793718.0,0.6500000000000001,0.62,0.33252,0.23277,793718.0,0.65,0.6199999999999999,0.3325199999999999,0.23276999999999998,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16,-5.551115123125783e-17,-2.7755575615628914e-17
4c10b3dd-0247-479f-9e38-f73641c4dd9c,1537155.6,0.7,0.8,0.31515,0.22061000000000003,1367839.5,0.67,0.6799999999999999,0.31514999999999993,0.22061000000000003,-169316.1000000001,-0.029999999999999916,-0.1200000000000001,-5.551115123125783e-17,0.0
b454cf9f-4c54-4972-a90c-52d3dee5a13e,2418544.9,0.7,0.6199999999999999,0.32499999999999996,0.22749999999999998,2748575.3,0.7,0.5999999999999999,0.33499999999999996,0.23450000000000001,330030.3999999999,0.0,-0.020000000000000018,0.010000000000000009,0.007000000000000034
eb6b770c-369a-4194-b682-6ff523385b29,2173288.2,0.67,0.6399999999999999,0.32134999999999997,0.22494999999999998,2173288.2,0.67,0.6399999999999999,0.32134999999999997,0.22494999999999998,0.0,0.0,0.0,0.0,0.0
b1fed724-36db-4357-ba2f-3436377f153c,4499751.9,0.5200000000000001,0.44000000000000006,0.31499999999999995,0.2205,2586208.8,0.4900000000000001,0.4,0.32516999999999996,0.22762,-1913543.1000000006,-0.030000000000000027,-0.040000000000000036,0.010170000000000012,0.0071199999999999875
c384df9f-968e-490c-bbc3-e959b67da968,1079800.4,0.7,0.6799999999999999,0.32614,0.2283,721471.8,0.7,0.6799999999999999,0.32778999999999997,0.22945000000000002,-358328.59999999986,0.0,0.0,0.0016499999999999848,0.0011500000000000121
2fb946ff-b1d9-4779-8499-fdc9f17860c1,159651.3,0.67,0.7200000000000001,0.31666999999999995,0.22166999999999998,1045206.4,0.64,0.6399999999999999,0.33167,0.23217000000000004,885555.1000000001,-0.030000000000000027,-0.08000000000000018,0.015000000000000069,0.010500000000000065
